customer_id,account_number,full_name,gender,age,customer_segment,subsidiary_name,country,branch_code,regulator,account_type,account_status,currency,account_balance_local,account_balance_usd,loan_status,loan_amount_local,loan_amount_usd,credit_score_bucket,kyc_status,phone_number,onboarding_date,tenure_months,last_transaction_date,monthly_txn_count,primary_channel,digital_engagement_score,mobile_wallet_linked,agent_banking_used,insurance_policy_held,nps_category
EGH-ELAK-57409590,ELAK9769629314,Brian Humphreys,Male,29,Retail – Mass Market,Equity Life Assurance (Kenya) Limited,Kenya,ELAK-BR019,Insurance Regulatory Authority,Current Account,Active,KES,0.0,0.0,No Loan,0.0,0.0,Fair (580-669),Partial KYC,+254719001826,2012-06-07,150,2023-04-30,6,USSD (*247#),54,Yes,No,Yes,Passive
EGH-KE-40680081,KE1198920778,Ronald Morgan,Male,46,Retail – Mass Market,Equity Bank Kenya Limited,Kenya,KE-BR041,Central Bank of Kenya,Current Account,Active,KES,38820.11,299.77,No Loan,0.0,0.0,Good (670-739),Fully Verified,+254706475526,2012-01-10,155,2023-12-31,26,Branch,16,Yes,No,Yes,Detractor
EGH-CD-67512448,CD2165643331,Janice Owens,Female,21,Retail – Mass Market,Equity Banque Commerciale du Congo (EquityBCDC),Democratic Republic of Congo,CD-BR049,Banque Centrale du Congo,Group / Chama Account,Active,CDF,23699.91,8.46,Active Loan,0.0,0.0,Exceptional (800+),Pending Review,+243796590502,2021-06-16,42,2024-07-31,27,Agent Banking,22,Yes,Yes,No,Promoter
EGH-KE-74956298,KE8264302019,Kate Bird,Female,74,Corporate,Equity Bank Kenya Limited,Kenya,KE-BR015,Central Bank of Kenya,Mobile Savings (EazzyBanking),Active,KES,3299029.06,25475.13,Non-Performing,0.0,0.0,Poor (300-579),Fully Verified,+254709431792,2019-09-13,63,2023-08-16,54,Agent Banking,18,Yes,Yes,No,Promoter
EGH-KE-87397348,KE7862431902,Jenna Gould,Female,35,Corporate,Equity Bank Kenya Limited,Kenya,KE-BR039,Central Bank of Kenya,Savings Account,Closed,KES,0.0,0.0,No Loan,0.0,0.0,Good (670-739),Fully Verified,+254766905445,2016-03-06,105,2024-04-03,0,Agent Banking,35,No,Yes,No,Promoter
EGH-RW-46178163,RW5214275839,Charlie Robertson,Male,47,Microfinance,Equity Bank Rwanda Limited,Rwanda,RW-BR004,National Bank of Rwanda,Mobile Savings (EazzyBanking),Closed,RWF,0.0,0.0,Fully Repaid,0.0,0.0,Very Good (740-799),Fully Verified,+250745763602,2015-08-04,112,2023-01-14,0,Branch,16,No,Yes,No,Promoter
EGH-UG-93964010,UG4467485414,Marilyn Andrews,Female,64,SME,Equity Bank Uganda Limited,Uganda,UG-BR010,Bank of Uganda,Savings Account,Active,UGX,2382763.5,627.04,Active Loan,6731826.13,1771.53,Good (670-739),Fully Verified,+256746119240,2013-08-27,136,2024-02-24,42,Internet Banking,86,No,No,Yes,Promoter
EGH-TZ-39019176,TZ4117137270,Mark Begum,Male,66,Retail – Mass Market,Equity Bank Tanzania Limited,Tanzania,TZ-BR033,Bank of Tanzania,Current Account,Active,TZS,49209.28,18.93,No Loan,0.0,0.0,Good (670-739),Fully Verified,+255783264307,2018-11-04,73,2024-03-21,13,ATM,42,Yes,No,No,Detractor
EGH-UG-28347456,UG9761339021,Shaun Watson,Male,45,SME,Equity Bank Uganda Limited,Uganda,UG-BR012,Bank of Uganda,Savings Account,Active,UGX,1855572.42,488.31,No Loan,0.0,0.0,Good (670-739),Partial KYC,+256775199891,2018-07-30,77,2024-04-15,61,ATM,33,Yes,Yes,No,Detractor
EGH-TZ-44121887,TZ8803098679,Adam Giles,Male,37,Retail – Mass Market,Equity Bank Tanzania Limited,Tanzania,TZ-BR038,Bank of Tanzania,Fixed Deposit,Suspended,TZS,0.0,0.0,Fully Repaid,0.0,0.0,Exceptional (800+),Fully Verified,+255789385879,2012-04-02,152,2024-07-26,45,Agent Banking,19,Yes,Yes,No,Promoter
EGH-RW-57568755,RW3355851247,Claire Goodwin,Female,35,Retail – Mass Market,Equity Bank Rwanda Limited,Rwanda,RW-BR044,National Bank of Rwanda,Savings Account,Active,RWF,9863.71,7.53,No Loan,0.0,0.0,Very Good (740-799),Fully Verified,+250799721350,2019-05-03,68,2023-01-08,72,Branch,17,No,No,No,Promoter
EGH-RW-70134381,RW5150201506,Joseph Goodwin,Male,52,SME,Equity Bank Rwanda Limited,Rwanda,RW-BR027,National Bank of Rwanda,Group / Chama Account,Active,RWF,1532360.42,1169.74,Active Loan,3276779.65,2501.36,Poor (300-579),Flagged,+250745487781,2012-06-29,150,2023-09-29,68,Agent Banking,27,Yes,Yes,No,Passive
EGH-UG-84955334,UG7713571341,Owen Mitchell,Male,71,Retail – Mass Market,Equity Bank Uganda Limited,Uganda,UG-BR019,Bank of Uganda,Mobile Savings (EazzyBanking),Active,UGX,0.0,0.0,Non-Performing,91990.14,24.21,Poor (300-579),Fully Verified,+256726874297,2017-11-26,85,2023-05-19,53,ATM,55,Yes,No,No,Passive
EGH-CD-30237140,CD8423352556,Kerry Cartwright,Female,51,Corporate,Equity Banque Commerciale du Congo (EquityBCDC),Democratic Republic of Congo,CD-BR028,Banque Centrale du Congo,Insurance Policy,Closed,CDF,0.0,0.0,Active Loan,0.0,0.0,Very Good (740-799),Fully Verified,+243706140329,2010-04-29,176,2023-10-23,0,Mobile App (EazzyBanking),78,No,No,No,Promoter
EGH-RW-37288186,RW2097844829,Callum Kaur,Male,56,SME,Equity Bank Rwanda Limited,Rwanda,RW-BR001,National Bank of Rwanda,Mobile Savings (EazzyBanking),Active,RWF,2097657.37,1601.27,No Loan,0.0,0.0,Fair (580-669),Fully Verified,+250777245214,2012-01-05,155,2024-03-15,24,ATM,32,Yes,No,No,Promoter
EGH-UG-94481131,UG9602318702,Leah Martin,Female,55,Microfinance,Equity Bank Uganda Limited,Uganda,UG-BR036,Bank of Uganda,Business Account,Active,UGX,23706.78,6.24,Fully Repaid,38731.77,10.19,Good (670-739),Fully Verified,+256787048081,2020-12-02,48,2024-09-11,48,Agent Banking,21,Yes,Yes,No,Passive
EGH-ELAK-49582813,ELAK8374229695,Jessica Ahmed,Female,26,Retail – Mass Market,Equity Life Assurance (Kenya) Limited,Kenya,ELAK-BR029,Insurance Regulatory Authority,Fixed Deposit,Closed,KES,0.0,0.0,No Loan,0.0,0.0,Good (670-739),Fully Verified,+254718800082,2015-10-10,110,2023-06-20,0,Mobile App (EazzyBanking),85,No,Yes,Yes,Detractor
EGH-KE-31741377,KE5531942665,Ruth Walton,Female,29,SME,Equity Bank Kenya Limited,Kenya,KE-BR036,Central Bank of Kenya,Savings Account,Suspended,KES,2394312.25,18488.9,Active Loan,0.0,0.0,Very Good (740-799),Fully Verified,+254724213335,2012-08-02,148,2023-04-06,2,ATM,63,Yes,Yes,No,Promoter
EGH-KE-98705898,KE5505546751,Gareth Hewitt,Male,70,Corporate,Equity Bank Kenya Limited,Kenya,KE-BR030,Central Bank of Kenya,Savings Account,Active,KES,135018424.19,1042613.31,Active Loan,460746545.94,3557888.39,Exceptional (800+),Fully Verified,+254736937409,2017-10-12,86,2023-07-26,69,Mobile App (EazzyBanking),92,No,No,Yes,Passive
EGH-RW-50407420,RW5563840745,Rachel Mason,Female,46,NGO / Non-profit,Equity Bank Rwanda Limited,Rwanda,RW-BR033,National Bank of Rwanda,Current Account,Active,RWF,0.0,0.0,Written Off,0.0,0.0,Very Poor (<300),Fully Verified,+250714798641,2013-03-08,141,2024-01-14,39,ATM,39,Yes,Yes,No,Promoter
EGH-KE-98654201,KE8342071431,Samuel Joyce,Male,74,Retail – Mass Market,Equity Bank Kenya Limited,Kenya,KE-BR037,Central Bank of Kenya,Business Account,Active,KES,10190.8,78.69,No Loan,0.0,0.0,Good (670-739),Fully Verified,+254724225050,2014-05-24,127,2024-01-02,2,USSD (*247#),41,No,Yes,No,Promoter
EGH-KE-92738428,KE5918039241,Pamela Wright,Female,29,Retail – Affluent,Equity Bank Kenya Limited,Kenya,KE-BR015,Central Bank of Kenya,Current Account,Active,KES,1371663.98,10592.0,No Loan,0.0,0.0,Good (670-739),Fully Verified,+254700054302,2013-10-04,134,2023-04-05,72,USSD (*247#),52,Yes,No,No,Promoter
EGH-CD-91549612,CD8312939963,Lynn Baker,Female,29,Retail – Mass Market,Equity Banque Commerciale du Congo (EquityBCDC),Democratic Republic of Congo,CD-BR047,Banque Centrale du Congo,Fixed Deposit,Suspended,CDF,0.0,0.0,Active Loan,95854.75,34.23,Poor (300-579),Fully Verified,+243718725315,2024-10-05,2,2024-05-30,14,Agent Banking,15,Yes,Yes,Yes,Promoter
EGH-KE-62365467,KE8771833136,Abbie Smith,Female,22,Retail – Mass Market,Equity Bank Kenya Limited,Kenya,KE-BR007,Central Bank of Kenya,Business Account,Active,KES,0.0,0.0,Fully Repaid,0.0,0.0,Fair (580-669),Fully Verified,+254794653842,2011-07-19,161,2024-01-20,23,Mobile App (EazzyBanking),92,Yes,Yes,No,Detractor
EGH-CD-81860350,CD7322299056,Oliver Jones,Male,27,Retail – Mass Market,Equity Banque Commerciale du Congo (EquityBCDC),Democratic Republic of Congo,CD-BR037,Banque Centrale du Congo,Current Account,Active,CDF,30069.01,10.74,Active Loan,69724.55,24.9,Exceptional (800+),Fully Verified,+243770643100,2020-03-16,57,2024-02-06,56,Mobile App (EazzyBanking),90,No,Yes,No,Promoter
EGH-CD-96449977,CD1421880921,Vanessa Wallace,Female,58,Retail – Mass Market,Equity Banque Commerciale du Congo (EquityBCDC),Democratic Republic of Congo,CD-BR037,Banque Centrale du Congo,Savings Account,Suspended,CDF,0.0,0.0,No Loan,0.0,0.0,Good (670-739),Partial KYC,+243705106584,2018-09-06,75,2023-07-09,1,Mobile App (EazzyBanking),89,No,No,No,Passive
EGH-KE-34221744,KE5030606434,Jeffrey Smith,Male,69,Retail – Mass Market,Equity Bank Kenya Limited,Kenya,KE-BR032,Central Bank of Kenya,Current Account,Active,KES,58434.55,451.23,No Loan,0.0,0.0,Very Poor (<300),Fully Verified,+254723945084,2023-01-17,23,2024-10-24,39,USSD (*247#),67,Yes,No,Yes,Promoter
EGH-CD-13397327,CD3300788840,Brian Thomas,Male,29,Retail – Mass Market,Equity Banque Commerciale du Congo (EquityBCDC),Democratic Republic of Congo,CD-BR025,Banque Centrale du Congo,Savings Account,Dormant,CDF,1246.32,0.45,No Loan,0.0,0.0,Fair (580-669),Fully Verified,+243799622046,2019-06-15,66,2023-01-19,65,ATM,54,Yes,No,No,Promoter
EGH-KE-38876506,KE1391291313,Billy Francis,Male,57,Retail – Mass Market,Equity Bank Kenya Limited,Kenya,KE-BR049,Central Bank of Kenya,Business Account,Closed,KES,0.0,0.0,No Loan,0.0,0.0,Good (670-739),Fully Verified,+254750990851,2013-06-12,138,2024-02-05,0,USSD (*247#),59,Yes,No,No,Passive
EGH-KE-67320856,KE6837335134,Graham Walker,Male,59,Corporate,Equity Bank Kenya Limited,Kenya,KE-BR010,Central Bank of Kenya,Savings Account,Active,KES,16187334.92,124998.73,No Loan,0.0,0.0,Good (670-739),Fully Verified,+254736408397,2012-02-09,154,2024-04-16,11,Branch,21,No,Yes,No,Detractor
EGH-RW-59255455,RW5615497955,Damien Johnson,Male,45,Microfinance,Equity Bank Rwanda Limited,Rwanda,RW-BR031,National Bank of Rwanda,Current Account,Active,RWF,8136.94,6.21,Fully Repaid,37969.82,28.98,Good (670-739),Partial KYC,+250710967497,2014-09-08,123,2023-08-01,75,Mobile App (EazzyBanking),88,Yes,No,Yes,Passive
EGH-KE-17252619,KE1549988986,Sara Smith,Female,20,SME,Equity Bank Kenya Limited,Kenya,KE-BR017,Central Bank of Kenya,MVNO (Equitel) Account,Active,KES,0.0,0.0,No Loan,0.0,0.0,Good (670-739),Fully Verified,+254751285515,2022-12-01,25,2023-01-10,22,Mobile App (EazzyBanking),73,Yes,No,No,Detractor
EGH-KE-60469963,KE6596195328,Robert Potts,Male,72,Retail – Mass Market,Equity Bank Kenya Limited,Kenya,KE-BR031,Central Bank of Kenya,Mobile Savings (EazzyBanking),Active,KES,80530.04,621.85,Active Loan,40744.74,314.63,Fair (580-669),Partial KYC,+254718651095,2019-05-08,67,2024-11-18,57,Mobile App (EazzyBanking),72,No,No,No,Passive
EGH-KE-25695872,KE2710493030,Annette Peacock,Female,48,Retail – Mass Market,Equity Bank Kenya Limited,Kenya,KE-BR038,Central Bank of Kenya,Current Account,Active,KES,41944.37,323.89,Fully Repaid,77136.39,595.65,Poor (300-579),Fully Verified,+254782843398,2020-12-02,48,2024-02-05,11,Mobile App (EazzyBanking),82,Yes,Yes,No,Passive
EGH-KE-55495253,KE9435303313,Jemma Clark,Female,28,Retail – Mass Market,Equity Bank Kenya Limited,Kenya,KE-BR033,Central Bank of Kenya,Current Account,Active,KES,0.0,0.0,Active Loan,139384.96,1076.33,Very Poor (<300),Partial KYC,+254754746251,2020-02-07,58,2023-01-20,61,Branch,37,No,No,Yes,Promoter
EGH-SS-61813040,SS7274162173,Maria Davies,Female,48,Retail – Affluent,Equity Bank South Sudan Limited,South Sudan,SS-BR042,Bank of South Sudan,Current Account,Active,SSP,0.0,0.0,No Loan,0.0,0.0,Good (670-739),Partial KYC,+211752484609,2023-01-31,23,2024-05-26,56,ATM,60,Yes,No,No,Promoter
EGH-RW-67300324,RW1033764519,Marian Jones,Female,42,Retail – Mass Market,Equity Bank Rwanda Limited,Rwanda,RW-BR019,National Bank of Rwanda,Savings Account,Active,RWF,50419.57,38.49,No Loan,0.0,0.0,Very Good (740-799),Fully Verified,+250774699222,2017-07-17,89,2023-05-21,68,Mobile App (EazzyBanking),75,Yes,No,No,Passive
EGH-RW-47129932,RW8842667821,Ross Blackburn,Male,44,SME,Equity Bank Rwanda Limited,Rwanda,RW-BR019,National Bank of Rwanda,Business Account,Active,RWF,4434104.17,3384.81,No Loan,0.0,0.0,Very Good (740-799),Fully Verified,+250783301096,2022-02-14,34,2024-04-15,44,USSD (*247#),62,Yes,Yes,No,Promoter
EGH-CD-46749071,CD1585616333,Jenna Collins,Female,64,Retail – Mass Market,Equity Banque Commerciale du Congo (EquityBCDC),Democratic Republic of Congo,CD-BR034,Banque Centrale du Congo,Business Account,Active,CDF,0.0,0.0,Fully Repaid,101108.04,36.11,Good (670-739),Fully Verified,+243793211138,2015-07-11,113,2023-01-16,36,Mobile App (EazzyBanking),95,Yes,No,No,Promoter
EGH-CD-71071594,CD1104422374,Debra Tucker,Female,55,NGO / Non-profit,Equity Banque Commerciale du Congo (EquityBCDC),Democratic Republic of Congo,CD-BR044,Banque Centrale du Congo,Current Account,Active,CDF,0.0,0.0,Fully Repaid,4003642.5,1429.87,Good (670-739),Pending Review,+243759469776,2023-03-20,21,2023-12-13,50,Agent Banking,45,Yes,Yes,Yes,Passive
EGH-KE-77425673,KE4557030453,Josephine Thompson,Not Disclosed,32,Retail – Mass Market,Equity Bank Kenya Limited,Kenya,KE-BR037,Central Bank of Kenya,Current Account,Active,KES,8899.79,68.72,Active Loan,94791.46,731.98,Good (670-739),Partial KYC,+254735111055,2021-10-20,38,2024-07-13,69,Branch,23,Yes,No,Yes,Promoter
EGH-UG-82696668,UG2401311295,Kenneth Gray,Male,36,Retail – Mass Market,Equity Bank Uganda Limited,Uganda,UG-BR009,Bank of Uganda,Savings Account,Closed,UGX,0.0,0.0,No Loan,0.0,0.0,Good (670-739),Fully Verified,+256754552736,2016-08-22,100,2024-11-11,0,Mobile App (EazzyBanking),93,Yes,Yes,No,Promoter
EGH-KE-40019493,KE8360957078,Liam Humphreys,Male,23,Retail – Mass Market,Equity Bank Kenya Limited,Kenya,KE-BR036,Central Bank of Kenya,Savings Account,Closed,KES,0.0,0.0,Active Loan,0.0,0.0,Poor (300-579),Partial KYC,+254720484231,2012-05-09,151,2023-11-25,0,ATM,58,Yes,No,Yes,Promoter
EGH-KE-48166863,KE9502136149,Katie Cunningham,Female,62,Retail – Mass Market,Equity Bank Kenya Limited,Kenya,KE-BR020,Central Bank of Kenya,Current Account,Active,KES,66480.29,513.36,No Loan,0.0,0.0,Very Good (740-799),Fully Verified,+254768689333,2022-09-20,27,2023-09-07,53,ATM,62,No,No,No,Promoter
EGH-KE-39760929,KE8050740281,Guy McCarthy,Male,36,Retail – Affluent,Equity Bank Kenya Limited,Kenya,KE-BR031,Central Bank of Kenya,Savings Account,Active,KES,2052238.18,15847.4,Active Loan,5212207.77,40248.71,Good (670-739),Fully Verified,+254740217582,2014-09-26,123,2023-01-31,26,Branch,31,Yes,No,No,Detractor
EGH-KE-21450336,KE4313841819,Lindsey Foster,Female,73,Retail – Mass Market,Equity Bank Kenya Limited,Kenya,KE-BR028,Central Bank of Kenya,Current Account,Active,KES,5903.99,45.59,Active Loan,19566.64,151.09,Fair (580-669),Fully Verified,+254752810994,2015-03-19,117,2023-02-19,71,ATM,39,No,Yes,No,Promoter
EGH-CD-48708227,CD3629198589,Hugh Gibbs,Male,64,SME,Equity Banque Commerciale du Congo (EquityBCDC),Democratic Republic of Congo,CD-BR028,Banque Centrale du Congo,Savings Account,Suspended,CDF,0.0,0.0,No Loan,0.0,0.0,Good (670-739),Fully Verified,+243735494478,2018-10-20,74,2024-07-29,59,Mobile App (EazzyBanking),94,Yes,Yes,No,Passive
EGH-KE-26984098,KE4083731203,Arthur Fowler,Male,50,Retail – Mass Market,Equity Bank Kenya Limited,Kenya,KE-BR003,Central Bank of Kenya,Savings Account,Active,KES,0.0,0.0,No Loan,0.0,0.0,Exceptional (800+),Fully Verified,+254709868190,2010-06-24,174,2023-02-02,72,USSD (*247#),42,Yes,No,No,Promoter
EGH-CD-57916642,CD1779197633,Keith Berry,Male,27,SME,Equity Banque Commerciale du Congo (EquityBCDC),Democratic Republic of Congo,CD-BR026,Banque Centrale du Congo,Fixed Deposit,Active,CDF,3097186.13,1106.14,No Loan,0.0,0.0,Good (670-739),Fully Verified,+243718381902,2024-08-10,4,2023-06-28,41,USSD (*247#),66,No,No,No,Promoter
EGH-KE-86546878,KE9132399551,Danny Hart,Male,73,Retail – Mass Market,Equity Bank Kenya Limited,Kenya,KE-BR035,Central Bank of Kenya,Current Account,Active,KES,3484.94,26.91,Active Loan,81944.43,632.78,Fair (580-669),Fully Verified,+254742604568,2012-01-02,155,2023-11-07,24,ATM,41,Yes,No,Yes,Promoter
EGH-KE-98685597,KE3196427496,Reece Godfrey,Male,59,Corporate,Equity Bank Kenya Limited,Kenya,KE-BR006,Central Bank of Kenya,Fixed Deposit,Active,KES,0.0,0.0,No Loan,0.0,0.0,Very Good (740-799),Fully Verified,+254713219077,2010-03-04,177,2023-12-06,30,Agent Banking,14,Yes,Yes,Yes,Detractor
EGH-KE-15069696,KE3251630461,Kevin Turner,Male,51,Retail – Mass Market,Equity Bank Kenya Limited,Kenya,KE-BR040,Central Bank of Kenya,Savings Account,Dormant,KES,1937.47,14.96,No Loan,0.0,0.0,Fair (580-669),Partial KYC,+254793273051,2015-04-08,116,2024-07-13,14,Agent Banking,11,Yes,Yes,No,Detractor
EGH-KE-30508100,KE7442894114,Brenda Miles,Female,52,SME,Equity Bank Kenya Limited,Kenya,KE-BR021,Central Bank of Kenya,Current Account,Active,KES,1844011.26,14239.47,Active Loan,13647988.04,105389.87,Poor (300-579),Partial KYC,+254739529217,2012-12-12,144,2023-05-15,60,Mobile App (EazzyBanking),89,Yes,No,No,Promoter
EGH-KE-19433693,KE6559546650,Bruce Connor,Not Disclosed,57,SME,Equity Bank Kenya Limited,Kenya,KE-BR024,Central Bank of Kenya,Current Account,Active,KES,3539916.82,27335.27,Fully Repaid,4423829.87,34160.85,Fair (580-669),Fully Verified,+254776096171,2022-05-08,31,2024-07-02,4,Branch,22,Yes,No,No,Promoter
EGH-KE-78340698,KE9629642236,Jack Watson,Male,48,Corporate,Equity Bank Kenya Limited,Kenya,KE-BR023,Central Bank of Kenya,Insurance Policy,Active,KES,0.0,0.0,No Loan,0.0,0.0,Good (670-739),Fully Verified,+254747309050,2014-11-23,121,2023-09-17,20,Mobile App (EazzyBanking),78,Yes,Yes,No,Passive
EGH-UG-98620549,UG9831458155,Jill Evans,Female,36,SME,Equity Bank Uganda Limited,Uganda,UG-BR046,Bank of Uganda,Current Account,Dormant,UGX,0.0,0.0,Active Loan,5588575.68,1470.68,Exceptional (800+),Fully Verified,+256729968735,2013-04-26,140,2024-12-19,12,Branch,22,No,No,No,Passive
EGH-CD-59858300,CD4755539807,Catherine Scott,Female,49,Retail – Mass Market,Equity Banque Commerciale du Congo (EquityBCDC),Democratic Republic of Congo,CD-BR011,Banque Centrale du Congo,Group / Chama Account,Active,CDF,14308.63,5.11,No Loan,0.0,0.0,Very Good (740-799),Fully Verified,+243700490312,2017-07-23,89,2023-05-28,4,Mobile App (EazzyBanking),72,Yes,No,No,Promoter
EGH-FSVK-25916345,FSVK9288330677,Margaret King,Female,69,Retail – Mass Market,Finserve Africa Limited,Kenya,FSVK-BR038,Communications Authority of Kenya,Current Account,Active,KES,0.0,0.0,No Loan,0.0,0.0,Very Good (740-799),Fully Verified,+254708863867,2020-05-07,55,2023-05-20,18,Mobile App (EazzyBanking),78,No,Yes,No,Passive
EGH-UG-97848203,UG9596213608,Mary Davies,Female,36,Retail – Mass Market,Equity Bank Uganda Limited,Uganda,UG-BR036,Bank of Uganda,Current Account,Active,UGX,41235.95,10.85,No Loan,0.0,0.0,Good (670-739),Partial KYC,+256799919151,2021-11-04,37,2023-03-08,77,Mobile App (EazzyBanking),93,Yes,No,No,Passive
EGH-ELAK-38472530,ELAK8705098161,Hannah Chandler,Not Disclosed,22,Retail – Mass Market,Equity Life Assurance (Kenya) Limited,Kenya,ELAK-BR014,Insurance Regulatory Authority,Mobile Savings (EazzyBanking),Closed,KES,0.0,0.0,No Loan,0.0,0.0,Poor (300-579),Fully Verified,+254736198000,2021-09-03,39,2024-07-13,0,Agent Banking,16,No,Yes,Yes,Promoter
EGH-KE-20080972,KE9392695719,Ruth Kelly,Female,40,Retail – Mass Market,Equity Bank Kenya Limited,Kenya,KE-BR034,Central Bank of Kenya,Mobile Savings (EazzyBanking),Active,KES,0.0,0.0,Fully Repaid,13724.78,105.98,Fair (580-669),Fully Verified,+254761658234,2010-04-21,176,2023-11-19,55,Branch,17,Yes,Yes,No,Passive
EGH-RW-25930126,RW6399935227,Steven Brown,Male,34,Retail – Mass Market,Equity Bank Rwanda Limited,Rwanda,RW-BR033,National Bank of Rwanda,Mobile Savings (EazzyBanking),Active,RWF,0.0,0.0,Active Loan,59243.31,45.22,Fair (580-669),Fully Verified,+250761146327,2016-03-05,105,2023-07-11,23,USSD (*247#),44,Yes,No,No,Passive
EGH-CD-32972938,CD2028928653,Julie Newton,Female,31,SME,Equity Banque Commerciale du Congo (EquityBCDC),Democratic Republic of Congo,CD-BR037,Banque Centrale du Congo,Savings Account,Dormant,CDF,0.0,0.0,Active Loan,0.0,0.0,Very Good (740-799),Partial KYC,+243748551232,2010-01-20,179,2023-08-06,62,Mobile App (EazzyBanking),99,Yes,No,No,Passive
EGH-TZ-69028556,TZ8736170330,Abigail Smith,Female,20,Retail – Mass Market,Equity Bank Tanzania Limited,Tanzania,TZ-BR027,Bank of Tanzania,Savings Account,Active,TZS,32819.52,12.62,Fully Repaid,125248.34,48.17,Good (670-739),Fully Verified,+255741303692,2022-11-01,26,2023-10-14,67,ATM,35,No,No,No,Passive
EGH-RW-90260498,RW3767934228,Mohammad Stephenson,Male,26,Retail – Mass Market,Equity Bank Rwanda Limited,Rwanda,RW-BR032,National Bank of Rwanda,Current Account,Active,RWF,7868.93,6.01,Fully Repaid,15537.1,11.86,Fair (580-669),Fully Verified,+250758777460,2011-07-10,161,2023-12-08,34,ATM,46,Yes,No,No,Promoter
EGH-RW-34752793,RW9326248394,Steven Nicholson,Male,71,NGO / Non-profit,Equity Bank Rwanda Limited,Rwanda,RW-BR016,National Bank of Rwanda,Fixed Deposit,Active,RWF,1475282.0,1126.17,No Loan,0.0,0.0,Very Good (740-799),Pending Review,+250746951118,2016-12-15,96,2024-08-04,57,ATM,58,No,Yes,No,Promoter
EGH-ELAK-71851687,ELAK5673162670,Lisa Fisher,Female,44,Retail – Mass Market,Equity Life Assurance (Kenya) Limited,Kenya,ELAK-BR044,Insurance Regulatory Authority,Current Account,Closed,KES,0.0,0.0,No Loan,0.0,0.0,Poor (300-579),Partial KYC,+254791081886,2016-04-28,104,2023-02-05,0,Mobile App (EazzyBanking),85,No,No,Yes,Passive
EGH-RW-15845210,RW5407413620,Denis Cooper,Male,21,Retail – Mass Market,Equity Bank Rwanda Limited,Rwanda,RW-BR043,National Bank of Rwanda,Savings Account,Active,RWF,0.0,0.0,Fully Repaid,0.0,0.0,Fair (580-669),Fully Verified,+250748407820,2015-06-18,114,2023-10-24,67,Mobile App (EazzyBanking),73,Yes,No,No,Promoter
EGH-KE-10909270,KE8481808993,Vanessa Simpson,Female,39,SME,Equity Bank Kenya Limited,Kenya,KE-BR041,Central Bank of Kenya,Group / Chama Account,Active,KES,0.0,0.0,Fully Repaid,12597377.73,97277.05,Exceptional (800+),Flagged,+254780691518,2020-10-28,50,2024-05-03,25,ATM,62,Yes,Yes,No,Promoter
EGH-TZ-14944148,TZ4494396317,Wayne Cooke,Male,56,SME,Equity Bank Tanzania Limited,Tanzania,TZ-BR017,Bank of Tanzania,Savings Account,Closed,TZS,0.0,0.0,Active Loan,15186419.31,5840.93,Good (670-739),Pending Review,+255737572985,2019-05-25,67,2023-03-07,0,Mobile App (EazzyBanking),91,Yes,Yes,No,Passive
EGH-SS-93081558,SS1955986627,Carol Murray,Not Disclosed,22,Retail – Mass Market,Equity Bank South Sudan Limited,South Sudan,SS-BR026,Bank of South Sudan,Savings Account,Active,SSP,0.0,0.0,Fully Repaid,129319.8,99.48,Fair (580-669),Fully Verified,+211798675436,2013-11-05,133,2024-04-21,73,Branch,27,Yes,No,No,Promoter
EGH-KE-62355456,KE8053647108,Jennifer Wright,Female,41,SME,Equity Bank Kenya Limited,Kenya,KE-BR021,Central Bank of Kenya,Current Account,Dormant,KES,0.0,0.0,No Loan,0.0,0.0,Very Good (740-799),Fully Verified,+254774824510,2024-03-28,9,2024-06-03,70,Mobile App (EazzyBanking),82,Yes,No,No,Detractor
EGH-CD-82465278,CD3615463552,Mohammed Stevens,Male,70,Corporate,Equity Banque Commerciale du Congo (EquityBCDC),Democratic Republic of Congo,CD-BR010,Banque Centrale du Congo,Current Account,Dormant,CDF,1198208.42,427.93,Active Loan,262080990.02,93600.35,Very Good (740-799),Fully Verified,+243717544851,2022-07-02,30,2024-03-07,69,Mobile App (EazzyBanking),74,Yes,Yes,No,Promoter
EGH-KE-11955110,KE8613177216,Christian Ward,Male,20,Retail – Mass Market,Equity Bank Kenya Limited,Kenya,KE-BR004,Central Bank of Kenya,Savings Account,Active,KES,27399.07,211.58,Active Loan,0.0,0.0,Good (670-739),Fully Verified,+254746246326,2021-03-31,45,2023-08-20,27,Equitel MVNO,73,Yes,No,No,Promoter
EGH-TZ-12000994,TZ9242326191,Callum Finch,Male,47,Retail – Mass Market,Equity Bank Tanzania Limited,Tanzania,TZ-BR004,Bank of Tanzania,Current Account,Active,TZS,19947.06,7.67,Active Loan,246053.85,94.64,Fair (580-669),Fully Verified,+255701487629,2024-07-18,5,2023-07-21,19,Branch,19,Yes,Yes,No,Promoter
EGH-UG-86391289,UG4527214516,Annette Collins,Female,61,Retail – Affluent,Equity Bank Uganda Limited,Uganda,UG-BR046,Bank of Uganda,Savings Account,Active,UGX,900345.7,236.93,Non-Performing,5782352.7,1521.67,Poor (300-579),Fully Verified,+256742401500,2021-04-20,44,2023-06-14,18,Mobile App (EazzyBanking),85,Yes,Yes,No,Promoter
